flight_id,airline,source,destination,departure_time,arrival_time,duration,flight_id_valid,departure_datetime,arrival_datetime,calculated_duration_minutes,calculated_duration_hours,is_overnight,source_duration_minutes,duration_difference_minutes,duration_match,route,anomaly_type
UK208,VISTARA,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,True,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,4.95,False,297.0,0.0,True,DEL → CCU,NONE
AI150,AIR INDIA,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,00:47:00,True,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,0.78,False,47.0,0.0,True,BOM → DEL,NONE
AI189,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,01:48:00,True,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,1.8,False,108.0,0.0,True,CCU → DEL,NONE
6F230,INDIGO,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,03:13:00,False,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,3.22,False,193.0,0.0,True,CCU → BLR,INVALID_FLIGHT_ID
6F169,INDIGO,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,False,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,4.65,False,279.0,0.0,True,BOM → DEL,INVALID_FLIGHT_ID
AI205,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,01:48:00,True,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,1.8,False,108.0,0.0,True,BLR → BOM,NONE
AI103,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,00:38:00,True,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,0.63,False,38.0,0.0,True,BLR → BOM,NONE
6F250,UNKNOWN,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,04:04:00,False,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,4.07,False,244.0,0.0,True,DEL → BLR,INVALID_FLIGHT_ID
AI246,AIR INDIA,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,03:19:00,True,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,3.32,False,199.0,0.0,True,BOM → BLR,NONE
6F187,INDIGO,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,False,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,4.3,False,258.0,0.0,True,BOM → MAA,INVALID_FLIGHT_ID
AI082,AIR INDIA,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,02:42:00,True,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,2.7,False,162.0,0.0,True,DEL → CCU,NONE
UK116,VISTARA,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,True,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,3.8,False,228.0,0.0,True,CCU → BOM,NONE
SJ169,SPICEJET,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,True,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,4.77,False,286.0,0.0,True,BOM → MAA,NONE
AI175,AIR INDIA,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,True,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,3.78,False,227.0,0.0,True,BOM → HYD,NONE
SJ098,SPICEJET,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,00:35:00,True,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,0.58,False,35.0,0.0,True,HYD → MAA,NONE
SJ191,SPICEJET,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,01:22:00,True,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,1.37,False,82.0,0.0,True,BLR → BOM,NONE
SJ017,SPICEJET,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,02:03:00,True,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,2.05,False,123.0,0.0,True,DEL → MAA,NONE
UK188,VISTARA,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,00:49:00,True,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,0.82,False,49.0,0.0,True,MAA → BLR,NONE
AI196,AIR INDIA,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,01:33:00,True,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,1.55,False,93.0,0.0,True,MAA → HYD,NONE
AI068,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,02:00:00.298000,True,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666,2.0,False,120.00496666666666,0.0,True,BOM → BLR,NONE
SJ097,SPICEJET,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,02:50:00,True,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,2.83,False,170.0,0.0,True,BOM → CCU,NONE
SJ030,SPICEJET,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,00:43:00,True,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,0.72,False,43.0,0.0,True,DEL → HYD,NONE
6F179,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,04:15:00,False,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,4.25,False,255.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
6F156,INDIGO,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,02:34:00,False,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,2.57,False,154.0,0.0,True,MAA → BOM,INVALID_FLIGHT_ID
6F250,UNKNOWN,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,00:33:00,False,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,0.55,False,33.0,0.0,True,CCU → BLR,INVALID_FLIGHT_ID
SJ057,SPICEJET,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,03:12:00,True,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,3.2,False,192.0,0.0,True,BOM → CCU,NONE
6F036,INDIGO,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,False,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,4.72,False,283.0,0.0,True,CCU → BLR,INVALID_FLIGHT_ID
6F201,INDIGO,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,False,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,4.67,False,280.0,0.0,True,CCU → BOM,INVALID_FLIGHT_ID
6F143,INDIGO,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,03:59:00,False,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,3.98,False,239.0,0.0,True,CCU → DEL,INVALID_FLIGHT_ID
6F177,INDIGO,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,02:22:00,False,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,2.37,False,142.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
6F031,INDIGO,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,04:37:00,False,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,4.62,False,277.0,0.0,True,BOM → BLR,INVALID_FLIGHT_ID
UK165,VISTARA,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,04:13:00,True,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,4.22,False,253.0,0.0,True,DEL → BLR,NONE
6F122,INDIGO,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,03:44:00,False,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,3.73,False,224.0,0.0,True,DEL → BLR,INVALID_FLIGHT_ID
AI009,UNKNOWN,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,02:34:00,True,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,2.57,False,154.0,0.0,True,DEL → CCU,NONE
6F046,INDIGO,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,03:41:00,False,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,3.68,False,221.0,0.0,True,DEL → BLR,INVALID_FLIGHT_ID
AI051,AIR INDIA,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,00:55:00,True,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,0.92,False,55.0,0.0,True,MAA → BLR,NONE
UK222,VISTARA,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,01:35:00,True,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,1.58,False,95.0,0.0,True,BOM → CCU,NONE
SJ127,SPICEJET,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,02:37:00,True,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,2.62,False,157.0,0.0,True,BOM → DEL,NONE
AI226,UNKNOWN,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,02:49:00,True,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,2.82,False,169.0,0.0,True,BLR → HYD,NONE
AI216,AIR INDIA,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,01:24:00,True,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,1.4,False,84.0,0.0,True,BOM → CCU,NONE
6F058,INDIGO,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,02:29:00,False,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,2.48,False,149.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
SJ207,SPICEJET,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,03:13:00,True,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,3.22,False,193.0,0.0,True,DEL → CCU,NONE
SJ198,SPICEJET,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,04:41:00,True,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,4.68,False,281.0,0.0,True,CCU → BOM,NONE
SJ108,SPICEJET,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,02:36:00,True,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,2.6,False,156.0,0.0,True,BLR → HYD,NONE
SJ155,SPICEJET,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,05:00:00,True,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,5.0,False,300.0,0.0,True,DEL → CCU,NONE
6F193,INDIGO,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,01:58:00,False,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,1.97,False,118.0,0.0,True,BOM → MAA,INVALID_FLIGHT_ID
6F019,INDIGO,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,03:55:00,False,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,3.92,False,235.0,0.0,True,BLR → BOM,INVALID_FLIGHT_ID
AI102,AIR INDIA,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,04:51:00,True,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,4.85,False,291.0,0.0,True,CCU → BLR,NONE
6F166,INDIGO,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,04:30:00,False,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,4.5,False,270.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
UK175,VISTARA,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,03:22:00,True,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,3.37,True,202.0,0.0,True,BLR → BOM,NONE
6F010,INDIGO,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,03:51:00,False,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,3.85,True,231.0,0.0,True,DEL → BLR,INVALID_FLIGHT_ID
AI234,AIR INDIA,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,01:44:00,True,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,1.73,True,104.0,0.0,True,BOM → MAA,NONE
UK135,VISTARA,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,01:53:00,True,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,1.88,True,113.0,0.0,True,HYD → DEL,NONE
6F272,UNKNOWN,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,00:47:00,False,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.78,True,47.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
AI061,AIR INDIA,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,01:31:00,True,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,1.52,True,91.0,0.0,True,BOM → CCU,NONE
6F070,INDIGO,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,03:01:00,False,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,3.02,True,181.0,0.0,True,HYD → DEL,INVALID_FLIGHT_ID
AI015,AIR INDIA,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,01:54:00,True,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,1.9,True,114.0,0.0,True,BLR → CCU,NONE
SJ076,SPICEJET,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,03:01:00,True,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,3.02,True,181.0,0.0,True,DEL → MAA,NONE
SJ029,UNKNOWN,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,01:27:00,True,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,1.45,True,87.0,0.0,True,HYD → DEL,NONE
SJ194,SPICEJET,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,03:45:00,True,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,3.75,True,225.0,0.0,True,CCU → DEL,NONE
AI235,AIR INDIA,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,03:27:00,True,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,3.45,True,207.0,0.0,True,BLR → HYD,NONE
SJ048,SPICEJET,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,01:36:00,True,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,1.6,True,96.0,0.0,True,MAA → BLR,NONE
SJ114,SPICEJET,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,03:20:00,True,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,3.33,True,200.0,0.0,True,HYD → DEL,NONE
SJ146,SPICEJET,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,01:56:00,True,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,1.93,True,116.0,0.0,True,HYD → BLR,NONE
UK041,VISTARA,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,01:07:00,True,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,1.12,False,67.0,0.0,True,HYD → MAA,NONE
6F075,INDIGO,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,04:42:00,False,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,4.7,True,282.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
SJ020,SPICEJET,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,04:09:00,True,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,4.15,True,249.0,0.0,True,BLR → BOM,NONE
SJ099,UNKNOWN,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,02:20:00,True,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,2.33,True,140.0,0.0,True,MAA → BLR,NONE
6F078,INDIGO,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,01:33:00,False,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,1.55,False,93.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
UK219,VISTARA,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,04:18:00,True,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,4.3,True,258.0,0.0,True,BOM → HYD,NONE
UK223,VISTARA,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,00:32:00,True,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,0.53,False,32.0,0.0,True,CCU → DEL,NONE
UK227,VISTARA,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,03:50:00,True,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,3.83,True,230.0,0.0,True,BOM → HYD,NONE
6F260,UNKNOWN,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,03:23:00,False,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,3.38,True,203.0,0.0,True,CCU → DEL,INVALID_FLIGHT_ID
AI096,AIR INDIA,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,04:58:00,True,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,4.97,True,298.0,0.0,True,CCU → DEL,NONE
6F022,INDIGO,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,04:19:00,False,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,4.32,True,259.0,0.0,True,MAA → BLR,INVALID_FLIGHT_ID
6F237,INDIGO,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,03:03:00,False,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,3.05,True,183.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
UK146,VISTARA,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,02:28:00,True,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,2.47,True,148.0,0.0,True,BOM → MAA,NONE
SJ015,SPICEJET,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,01:12:00,True,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,1.2,False,72.0,0.0,True,BOM → CCU,NONE
AI108,AIR INDIA,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,02:45:00,True,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,2.75,True,165.0,0.0,True,BLR → CCU,NONE
UK020,VISTARA,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,01:15:00,True,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,1.25,False,75.0,0.0,True,MAA → BLR,NONE
6F113,INDIGO,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,04:26:00,False,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,4.43,True,266.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
6F112,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,False,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,2.27,False,136.0,0.0,True,HYD → DEL,INVALID_FLIGHT_ID
6F246,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,False,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,2.27,False,136.0,0.0,True,HYD → DEL,INVALID_FLIGHT_ID
UK158,VISTARA,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,00:33:00,True,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,0.55,False,33.0,0.0,True,BOM → MAA,NONE
UK159,VISTARA,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,02:47:00,True,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,2.78,False,167.0,0.0,True,CCU → BLR,NONE
UK084,VISTARA,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,03:36:00,True,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,3.6,True,216.0,0.0,True,MAA → DEL,NONE
SJ206,SPICEJET,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,04:38:00,True,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,4.63,True,278.0,0.0,True,DEL → CCU,NONE
UK044,VISTARA,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,02:58:00,True,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,2.97,False,178.0,0.0,True,BLR → BOM,NONE
SJ036,SPICEJET,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,03:30:00,True,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,3.5,False,210.0,0.0,True,DEL → HYD,NONE
6F176,INDIGO,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,03:00:00,False,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,3.0,False,180.0,0.0,True,CCU → DEL,INVALID_FLIGHT_ID
6F148,INDIGO,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,02:07:00,False,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,2.12,False,127.0,0.0,True,CCU → BOM,INVALID_FLIGHT_ID
6F202,INDIGO,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,03:30:00,False,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,3.5,False,210.0,0.0,True,HYD → BLR,INVALID_FLIGHT_ID
6F071,INDIGO,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,04:13:00,False,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,4.22,True,253.0,0.0,True,DEL → CCU,INVALID_FLIGHT_ID
AI105,AIR INDIA,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,01:47:00,True,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,1.78,False,107.0,0.0,True,CCU → DEL,NONE
AI241,AIR INDIA,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,02:07:00,True,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,2.12,False,127.0,0.0,True,HYD → BLR,NONE
SJ162,SPICEJET,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,02:19:00,True,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,2.32,False,139.0,0.0,True,DEL → HYD,NONE
6F003,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,False,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.12,False,187.0,0.0,True,HYD → BOM,INVALID_FLIGHT_ID
6F249,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,False,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.12,False,187.0,0.0,True,HYD → BOM,INVALID_FLIGHT_ID
AI237,AIR INDIA,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,03:15:00,True,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,3.25,False,195.0,0.0,True,BOM → CCU,NONE
SJ134,SPICEJET,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,04:17:00,True,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,4.28,True,257.0,0.0,True,BOM → CCU,NONE
AI071,AIR INDIA,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,03:03:00,True,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,3.05,False,183.0,0.0,True,BOM → MAA,NONE
6F118,INDIGO,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,01:09:00,False,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,1.15,False,69.0,0.0,True,CCU → HYD,INVALID_FLIGHT_ID
6F014,INDIGO,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,03:33:00,False,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,3.55,False,213.0,0.0,True,DEL → MAA,INVALID_FLIGHT_ID
6F065,INDIGO,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,02:43:00,False,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,2.72,False,163.0,0.0,True,MAA → BLR,INVALID_FLIGHT_ID
6F271,UNKNOWN,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,03:19:00,False,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,3.32,False,199.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
SJ070,SPICEJET,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,01:53:00,True,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,1.88,False,113.0,0.0,True,MAA → CCU,NONE
6F007,INDIGO,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,00:59:00,False,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,0.98,False,59.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
UK007,VISTARA,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,02:14:00,True,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,2.23,False,134.0,0.0,True,DEL → HYD,NONE
AI097,AIR INDIA,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,04:52:00,True,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,4.87,False,292.0,0.0,True,HYD → MAA,NONE
6F256,UNKNOWN,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,00:33:00,False,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,0.55,False,33.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
UK047,VISTARA,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,04:05:00,True,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,4.08,False,245.0,0.0,True,BLR → HYD,NONE
AI024,AIR INDIA,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,01:07:00,True,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,1.12,False,67.0,0.0,True,MAA → BOM,NONE
